SR_WL,stdev_B1,stdev_B2,stdev_B3,stdev_B4,stdev_B5,stdev_B6,stdev_B7,stdev_B8,stdev_B9
410,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
411,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
412,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
413,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
414,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
415,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
416,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
417,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
418,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
419,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
420,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
421,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
422,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
423,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
424,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
425,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
426,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
427,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
428,8.6e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
429,0.000143,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
430,0.000274,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
431,0.000606,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
432,0.002033,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
433,0.008333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
434,0.022668,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
435,0.026035,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
436,0.016377,6e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0
437,0.010562,0.000239,0.0,0.0,0.0,0.0,0.0,0.0,0.0
438,0.007447,0.000255,0.0,0.0,0.0,0.0,0.0,0.0,0.0
439,0.007081,0.000248,0.0,0.0,0.0,0.0,0.0,0.0,0.0
440,0.005655,0.000243,0.0,0.0,0.0,0.0,0.0,0.0,0.0
441,0.001909,0.000252,0.0,0.0,0.0,0.0,0.0,0.0,0.0
442,0.003349,0.000247,0.0,0.0,0.0,0.0,0.0,0.0,0.0
443,0.003059,0.000252,0.0,0.0,0.0,0.0,0.0,0.0,0.0
444,0.00172,0.000251,0.0,0.0,0.0,0.0,0.0,0.0,0.0
445,0.003818,0.000285,0.0,0.0,0.0,0.0,0.0,0.0,0.0
446,0.00637,0.000367,0.0,0.0,0.0,0.0,0.0,0.0,0.0
447,0.004858,0.000585,0.0,0.0,0.0,0.0,0.0,0.0,0.0
448,0.005661,0.001186,0.0,0.0,0.0,0.0,0.0,0.0,0.0
449,0.017868,0.002555,0.0,0.0,0.0,0.0,0.0,0.0,0.0
450,0.028282,0.006141,0.0,0.0,0.0,0.0,0.0,0.0,0.0
451,0.024486,0.012659,0.0,0.0,0.0,0.0,0.0,0.0,0.0
452,0.012833,0.019898,0.0,0.0,0.0,0.0,0.0,0.0,0.0
453,0.006431,0.019377,0.0,0.0,0.0,0.0,0.0,0.0,0.0
454,0.003277,0.011096,0.0,0.0,0.0,0.0,0.0,0.0,0.0
455,0.001545,0.004754,0.0,0.0,0.0,0.0,0.0,0.0,0.0
456,0.000679,0.003548,0.0,0.0,0.0,0.0,0.0,0.0,0.0
457,0.000297,0.003504,0.0,0.0,0.0,0.0,0.0,0.0,0.0
458,0.000142,0.003636,0.0,0.0,0.0,0.0,0.0,0.0,0.0
459,8.3e-05,0.003131,0.0,0.0,0.0,0.0,0.0,0.0,0.0
460,0.0,0.003677,0.0,0.0,0.0,0.0,0.0,0.0,0.0
461,0.0,0.00693,0.0,0.0,0.0,0.0,0.0,0.0,0.0
462,0.0,0.010013,0.0,0.0,0.0,0.0,0.0,0.0,0.0
463,0.0,0.011648,0.0,0.0,0.0,0.0,0.0,0.0,0.0
464,0.0,0.011571,0.0,0.0,0.0,0.0,0.0,0.0,0.0
465,0.0,0.009472,0.0,0.0,0.0,0.0,0.0,0.0,0.0
466,0.0,0.006468,0.0,0.0,0.0,0.0,0.0,0.0,0.0
467,0.0,0.004118,0.0,0.0,0.0,0.0,0.0,0.0,0.0
468,0.0,0.003214,0.0,0.0,0.0,0.0,0.0,0.0,0.0
469,0.0,0.002561,0.0,0.0,0.0,0.0,0.0,0.0,0.0
470,0.0,0.003768,0.0,0.0,0.0,0.0,0.0,0.0,0.0
471,0.0,0.004384,0.0,0.0,0.0,0.0,0.0,0.0,0.0
472,0.0,0.002567,0.0,0.0,0.0,0.0,0.0,0.0,0.0
473,0.0,0.004611,0.0,0.0,0.0,0.0,0.0,0.0,0.0
474,0.0,0.007969,0.0,0.0,0.0,0.0,0.0,0.0,0.0
475,0.0,0.00746,0.0,0.0,0.0,0.0,0.0,0.0,0.0
476,0.0,0.004642,0.0,0.0,0.0,0.0,0.0,0.0,0.0
477,0.0,0.003256,0.0,0.0,0.0,0.0,0.0,0.0,0.0
478,0.0,0.004595,0.0,0.0,0.0,0.0,0.0,0.0,0.0
479,0.0,0.004559,0.0,0.0,0.0,0.0,0.0,0.0,0.0
480,0.0,0.00329,0.0,0.0,0.0,0.0,0.0,0.0,0.0
481,0.0,0.002299,0.0,0.0,0.0,0.0,0.0,0.0,0.0
482,0.0,0.002434,0.0,0.0,0.0,0.0,0.0,0.0,0.0
483,0.0,0.0028770000000000002,0.0,0.0,0.0,0.0,0.0,0.0,0.0
484,0.0,0.003145,0.0,0.0,0.0,0.0,0.0,0.0,0.0
485,0.0,0.003105,0.0,0.0,0.0,0.0,0.0,0.0,0.0
486,0.0,0.002786,0.0,0.0,0.0,0.0,0.0,0.0,0.0
487,0.0,0.002824,0.0,0.0,0.0,0.0,0.0,0.0,0.0
488,0.0,0.00243,0.0,0.0,0.0,0.0,0.0,9e-06,0.0
489,0.0,0.002125,0.0,0.0,0.0,0.0,0.0,2.7e-05,0.0
490,0.0,0.002008,0.0,0.0,0.0,0.0,0.0,4.6e-05,0.0
491,0.0,0.003062,0.0,0.0,0.0,0.0,0.0,6.6e-05,0.0
492,0.0,0.003297,0.0,0.0,0.0,0.0,0.0,9.7e-05,0.0
493,0.0,0.004657,0.0,0.0,0.0,0.0,0.0,0.000141,0.0
494,0.0,0.009713,0.0,0.0,0.0,0.0,0.0,0.000216,0.0
495,0.0,0.013952,0.0,0.0,0.0,0.0,0.0,0.000323,0.0
496,0.0,0.011626,0.0,0.0,0.0,0.0,0.0,0.000548,0.0
497,0.0,0.004167,0.0,0.0,0.0,0.0,0.0,0.000884,0.0
498,0.0,0.005395,0.0,0.0,0.0,0.0,0.0,0.001604,0.0
499,0.0,0.002634,0.0,0.0,0.0,0.0,0.0,0.00272,0.0
500,0.0,0.004563,0.0,0.0,0.0,0.0,0.0,0.004598,0.0
501,0.0,0.00597,0.0,0.0,0.0,0.0,0.0,0.00733,0.0
502,0.0,0.002722,0.0,0.0,0.0,0.0,0.0,0.009558,0.0
503,0.0,0.006369,0.0,0.0,0.0,0.0,0.0,0.011233,0.0
504,0.0,0.00869,0.0,0.0,0.0,0.0,0.0,0.010421,0.0
505,0.0,0.004861,0.0,0.0,0.0,0.0,0.0,0.006954,0.0
506,0.0,0.007665,0.0,0.0,0.0,0.0,0.0,0.004899,0.0
507,0.0,0.015734,0.0,0.0,0.0,0.0,0.0,0.004315,0.0
508,0.0,0.01406,0.0,0.0,0.0,0.0,0.0,0.004287,0.0
509,0.0,0.007425,0.0,0.0,0.0,0.0,0.0,0.004829,0.0
510,0.0,0.007475,0.0,0.0,0.0,0.0,0.0,0.004166,0.0
511,0.0,0.013412,0.0,0.0,0.0,0.0,0.0,0.002286,0.0
512,0.0,0.035112,-0.000165,0.0,0.0,0.0,0.0,0.001595,0.0
513,0.0,0.02464,2.6e-05,0.0,0.0,0.0,0.0,0.002096,0.0
514,0.0,0.007771,0.000194,0.0,0.0,0.0,0.0,0.002234,0.0
515,0.0,0.002572,0.000193,0.0,0.0,0.0,0.0,0.001967,0.0
516,0.0,0.001211,0.000197,0.0,0.0,0.0,0.0,0.00173,0.0
517,0.0,0.000744,0.000197,0.0,0.0,0.0,0.0,0.001524,0.0
518,0.0,0.000549,0.000201,0.0,0.0,0.0,0.0,0.001595,0.0
519,0.0,0.000482,0.000201,0.0,0.0,0.0,0.0,0.001974,0.0
520,0.0,0.000401,0.00019,0.0,0.0,0.0,0.0,0.002139,0.0
521,0.0,0.000331,0.000202,0.0,0.0,0.0,0.0,0.002088,0.0
522,0.0,0.000273,0.000206,0.0,0.0,0.0,0.0,0.00213,0.0
523,0.0,0.000236,0.000224,0.0,0.0,0.0,0.0,0.002278,0.0
524,0.0,0.000191,0.000266,0.0,0.0,0.0,0.0,0.002805,0.0
525,0.0,0.000185,0.000347,0.0,0.0,0.0,0.0,0.003721,0.0
526,0.0,0.000187,0.000495,0.0,0.0,0.0,0.0,0.003705,0.0
527,0.0,0.000183,0.000751,0.0,0.0,0.0,0.0,0.002721,0.0
528,0.0,0.00018,0.001249,0.0,0.0,0.0,0.0,0.00232,0.0
529,0.0,0.0,0.002254,0.0,0.0,0.0,0.0,0.00253,0.0
530,0.0,0.0,0.004148,0.0,0.0,0.0,0.0,0.002482,0.0
531,0.0,0.0,0.007046,0.0,0.0,0.0,0.0,0.00216,0.0
532,0.0,0.0,0.010847,0.0,0.0,0.0,0.0,0.0023,0.0
533,0.0,0.0,0.013434,0.0,0.0,0.0,0.0,0.002928,0.0
534,0.0,0.0,0.012004,0.0,0.0,0.0,0.0,0.003067,0.0
535,0.0,0.0,0.006964,0.0,0.0,0.0,0.0,0.002691,0.0
536,0.0,0.0,0.003757,0.0,0.0,0.0,0.0,0.002275,0.0
537,0.0,0.0,0.002951,0.0,0.0,0.0,0.0,0.001819,0.0
538,0.0,0.0,0.002802,0.0,0.0,0.0,0.0,0.001594,0.0
539,0.0,0.0,0.002718,0.0,0.0,0.0,0.0,0.001639,0.0
540,0.0,0.0,0.002714,0.0,0.0,0.0,0.0,0.001674,0.0
541,0.0,0.0,0.002708,0.0,0.0,0.0,0.0,0.0017,0.0
542,0.0,0.0,0.002588,0.0,0.0,0.0,0.0,0.001653,0.0
543,0.0,0.0,0.003426,0.0,0.0,0.0,0.0,0.001525,0.0
544,0.0,0.0,0.003168,0.0,0.0,0.0,0.0,0.001433,0.0
545,0.0,0.0,0.002323,0.0,0.0,0.0,0.0,0.001378,0.0
546,0.0,0.0,0.002266,0.0,0.0,0.0,0.0,0.001345,0.0
547,0.0,0.0,0.001816,0.0,0.0,0.0,0.0,0.001336,0.0
548,0.0,0.0,0.001408,0.0,0.0,0.0,0.0,0.001375,0.0
549,0.0,0.0,0.000915,0.0,0.0,0.0,0.0,0.001459,0.0
550,0.0,0.0,0.000282,0.0,0.0,0.0,0.0,0.0024,0.0
551,0.0,0.0,0.001045,0.0,0.0,0.0,0.0,0.004241,0.0
552,0.0,0.0,0.001703,0.0,0.0,0.0,0.0,0.006588,0.0
553,0.0,0.0,0.001861,0.0,0.0,0.0,0.0,0.009441,0.0
554,0.0,0.0,0.001984,0.0,0.0,0.0,0.0,0.011268,0.0
555,0.0,0.0,0.002449,0.0,0.0,0.0,0.0,0.012001,0.0
556,0.0,0.0,0.002903,0.0,0.0,0.0,0.0,0.012395,0.0
557,0.0,0.0,0.003099,0.0,0.0,0.0,0.0,0.012407,0.0
558,0.0,0.0,0.00324,0.0,0.0,0.0,0.0,0.012392,0.0
559,0.0,0.0,0.002449,0.0,0.0,0.0,0.0,0.012347,0.0
560,0.0,0.0,0.002286,0.0,0.0,0.0,0.0,0.011148,0.0
561,0.0,0.0,0.001648,0.0,0.0,0.0,0.0,0.008766,0.0
562,0.0,0.0,0.001968,0.0,0.0,0.0,0.0,0.006155,0.0
563,0.0,0.0,0.002548,0.0,0.0,0.0,0.0,0.003295,0.0
564,0.0,0.0,0.002526,0.0,0.0,0.0,0.0,0.002312,0.0
565,0.0,0.0,0.002366,0.0,0.0,0.0,0.0,0.0033,0.0
566,0.0,0.0,0.002373,0.0,0.0,0.0,0.0,0.003455,0.0
567,0.0,0.0,0.002438,0.0,0.0,0.0,0.0,0.002769,0.0
568,0.0,0.0,0.002474,0.0,0.0,0.0,0.0,0.002786,0.0
569,0.0,0.0,0.00258,0.0,0.0,0.0,0.0,0.003574,0.0
570,0.0,0.0,0.002956,0.0,0.0,0.0,0.0,0.003546,0.0
571,0.0,0.0,0.002703,0.0,0.0,0.0,0.0,0.002651,0.0
572,0.0,0.0,0.002968,0.0,0.0,0.0,0.0,0.002279,0.0
573,0.0,0.0,0.00333,0.0,0.0,0.0,0.0,0.00245,0.0
574,0.0,0.0,0.003634,0.0,0.0,0.0,0.0,0.002367,0.0
575,0.0,0.0,0.003144,0.0,0.0,0.0,0.0,0.001993,0.0
576,0.0,0.0,0.003495,0.0,0.0,0.0,0.0,0.002057,0.0
577,0.0,0.0,0.003109,0.0,0.0,0.0,0.0,0.002559,0.0
578,0.0,0.0,0.003323,0.0,0.0,0.0,0.0,0.002878,0.0
579,0.0,0.0,0.00309,0.0,0.0,0.0,0.0,0.002996,0.0
580,0.0,0.0,0.003248,0.0,0.0,0.0,0.0,0.003054,0.0
581,0.0,0.0,0.003836,0.0,0.0,0.0,0.0,0.003046,0.0
582,0.0,0.0,0.003838,0.0,0.0,0.0,0.0,0.002999,0.0
583,0.0,0.0,0.003226,0.0,0.0,0.0,0.0,0.002911,0.0
584,0.0,0.0,0.003208,0.0,0.0,0.0,0.0,0.002632,0.0
585,0.0,0.0,0.003701,0.0,0.0,0.0,0.0,0.002149,0.0
586,0.0,0.0,0.005001,0.0,0.0,0.0,0.0,0.002061,0.0
587,0.0,0.0,0.006785,0.0,0.0,0.0,0.0,0.002383,0.0
588,0.0,0.0,0.00929,0.0,0.0,0.0,0.0,0.002551,0.0
589,0.0,0.0,0.011541,0.0,0.0,0.0,0.0,0.002561,0.0
590,0.0,0.0,0.013513,0.0,0.0,0.0,0.0,0.00295,0.0
591,0.0,0.0,0.013662,0.0,0.0,0.0,0.0,0.003762,0.0
592,0.0,0.0,0.010577,0.0,0.0,0.0,0.0,0.003904,0.0
593,0.0,0.0,0.005865,0.0,0.0,0.0,0.0,0.003321,0.0
594,0.0,0.0,0.002454,0.0,0.0,0.0,0.0,0.002938,0.0
595,0.0,0.0,0.00101,0.0,0.0,0.0,0.0,0.002761,0.0
596,0.0,0.0,0.000452,0.0,0.0,0.0,0.0,0.003171,0.0
597,0.0,0.0,0.000272,0.0,0.0,0.0,0.0,0.004165,0.0
598,0.0,0.0,0.000208,0.0,0.0,0.0,0.0,0.0045,0.0
599,0.0,0.0,0.000197,0.0,0.0,0.0,0.0,0.004136,0.0
600,0.0,0.0,0.0002,0.0,0.0,0.0,0.0,0.003642,0.0
601,0.0,0.0,0.000203,0.0,0.0,0.0,0.0,0.003004,0.0
602,0.0,0.0,0.0002,0.0,0.0,0.0,0.0,0.002662,0.0
603,0.0,0.0,0.000195,0.0,0.0,0.0,0.0,0.002632,0.0
604,0.0,0.0,0.000199,0.0,0.0,0.0,0.0,0.002537,0.0
605,0.0,0.0,0.000196,0.0,0.0,0.0,0.0,0.002371,0.0
606,0.0,0.0,0.000202,0.0,0.0,0.0,0.0,0.002321,0.0
607,0.0,0.0,0.000192,0.0,0.0,0.0,0.0,0.002391,0.0
608,0.0,0.0,0.000201,0.0,0.0,0.0,0.0,0.002436,0.0
609,0.0,0.0,0.000196,0.0,0.0,0.0,0.0,0.002453,0.0
610,0.0,0.0,0.0002,0.0,0.0,0.0,0.0,0.002518,0.0
611,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.002636,0.0
612,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.002829,0.0
613,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.003107,0.0
614,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.003507,0.0
615,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.004024,0.0
616,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.004383,0.0
617,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.004587,0.0
618,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.004622,0.0
619,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.004482,0.0
620,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.004226,0.0
621,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.003844,0.0
622,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.003425,0.0
623,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.002962,0.0
624,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.002787,0.0
625,0.0,0.0,0.0,-0.000364,0.0,0.0,0.0,0.002889,0.0
626,0.0,0.0,0.0,0.000114,0.0,0.0,0.0,0.002954,0.0
627,0.0,0.0,0.0,0.000477,0.0,0.0,0.0,0.00298,0.0
628,0.0,0.0,0.0,0.00047,0.0,0.0,0.0,0.002901,0.0
629,0.0,0.0,0.0,0.000514,0.0,0.0,0.0,0.002707,0.0
630,0.0,0.0,0.0,0.000668,0.0,0.0,0.0,0.002704,0.0
631,0.0,0.0,0.0,0.001066,0.0,0.0,0.0,0.002901,0.0
632,0.0,0.0,0.0,0.002135,0.0,0.0,0.0,0.003063,0.0
633,0.0,0.0,0.0,0.004894,0.0,0.0,0.0,0.00319,0.0
634,0.0,0.0,0.0,0.010724,0.0,0.0,0.0,0.003194,0.0
635,0.0,0.0,0.0,0.020014,0.0,0.0,0.0,0.003066,0.0
636,0.0,0.0,0.0,0.02582,0.0,0.0,0.0,0.003067,0.0
637,0.0,0.0,0.0,0.021512,0.0,0.0,0.0,0.003201,0.0
638,0.0,0.0,0.0,0.010452,0.0,0.0,0.0,0.003304,0.0
639,0.0,0.0,0.0,0.005548,0.0,0.0,0.0,0.003371,0.0
640,0.0,0.0,0.0,0.005701,0.0,0.0,0.0,0.003302,0.0
641,0.0,0.0,0.0,0.005444,0.0,0.0,0.0,0.003104,0.0
642,0.0,0.0,0.0,0.004804,0.0,0.0,0.0,0.003772,0.0
643,0.0,0.0,0.0,0.004118,0.0,0.0,0.0,0.005336,0.0
644,0.0,0.0,0.0,0.003013,0.0,0.0,0.0,0.007107,0.0
645,0.0,0.0,0.0,0.001838,0.0,0.0,0.0,0.009106,0.0
646,0.0,0.0,0.0,0.002307,0.0,0.0,0.0,0.010159,0.0
647,0.0,0.0,0.0,0.002691,0.0,0.0,0.0,0.010217,0.0
648,0.0,0.0,0.0,0.00372,0.0,0.0,0.0,0.009039,0.0
649,0.0,0.0,0.0,0.00484,0.0,0.0,0.0,0.006629,0.0
650,0.0,0.0,0.0,0.004656,0.0,0.0,0.0,0.004949,0.0
651,0.0,0.0,0.0,0.00399,0.0,0.0,0.0,0.004032,0.0
652,0.0,0.0,0.0,0.004097,0.0,0.0,0.0,0.003782,0.0
653,0.0,0.0,0.0,0.004213,0.0,0.0,0.0,0.004182,0.0
654,0.0,0.0,0.0,0.003756,0.0,0.0,0.0,0.004183,0.0
655,0.0,0.0,0.0,0.00234,0.0,0.0,0.0,0.003778,0.0
656,0.0,0.0,0.0,0.00189,0.0,0.0,0.0,0.004268,0.0
657,0.0,0.0,0.0,0.002291,0.0,0.0,0.0,0.005697,0.0
658,0.0,0.0,0.0,0.003594,0.0,0.0,0.0,0.006769,0.0
659,0.0,0.0,0.0,0.004231,0.0,0.0,0.0,0.007457,0.0
660,0.0,0.0,0.0,0.004185,0.0,0.0,0.0,0.007264,0.0
661,0.0,0.0,0.0,0.003738,0.0,0.0,0.0,0.006207,0.0
662,0.0,0.0,0.0,0.003333,0.0,0.0,0.0,0.004999,0.0
663,0.0,0.0,0.0,0.003162,0.0,0.0,0.0,0.003641,0.0
664,0.0,0.0,0.0,0.00321,0.0,0.0,0.0,0.003034,0.0
665,0.0,0.0,0.0,0.002543,0.0,0.0,0.0,0.003184,0.0
666,0.0,0.0,0.0,0.003527,0.0,0.0,0.0,0.003361,0.0
667,0.0,0.0,0.0,0.005339,0.0,0.0,0.0,0.003567,0.0
668,0.0,0.0,0.0,0.004927,0.0,0.0,0.0,0.003787,0.0
669,0.0,0.0,0.0,0.006328,0.0,0.0,0.0,0.004022,0.0
670,0.0,0.0,0.0,0.006656,0.0,0.0,0.0,0.004651,0.0
671,0.0,0.0,0.0,0.00706,0.0,0.0,0.0,0.005692,0.0
672,0.0,0.0,0.0,0.01626,0.0,0.0,0.0,0.009277,0.0
673,0.0,0.0,0.0,0.030857,0.0,0.0,0.0,0.015558,0.0
674,0.0,0.0,0.0,0.028364,0.0,0.0,0.0,0.01959,0.0
675,0.0,0.0,0.0,0.013726,0.0,0.0,0.0,0.021198,0.0
676,0.0,0.0,0.0,0.00511,0.0,0.0,0.0,0.020344,0.0
677,0.0,0.0,0.0,0.001898,0.0,0.0,0.0,0.016778,0.0
678,0.0,0.0,0.0,0.000848,0.0,0.0,0.0,0.013106,0.0
679,0.0,0.0,0.0,0.000512,0.0,0.0,0.0,0.009325,0.0
680,0.0,0.0,0.0,0.000459,0.0,0.0,0.0,0.006365,0.0
681,0.0,0.0,0.0,0.000523,0.0,0.0,0.0,0.004261,0.0
682,0.0,0.0,0.0,0.000389,0.0,0.0,0.0,0.002761,0.0
683,0.0,0.0,0.0,0.000388,0.0,0.0,0.0,0.001913,0.0
684,0.0,0.0,0.0,0.000381,0.0,0.0,0.0,0.001297,0.0
685,0.0,0.0,0.0,0.00039,0.0,0.0,0.0,0.00094,0.0
686,0.0,0.0,0.0,0.000387,0.0,0.0,0.0,0.000676,0.0
687,0.0,0.0,0.0,0.00039,0.0,0.0,0.0,0.000508,0.0
688,0.0,0.0,0.0,0.000396,0.0,0.0,0.0,0.000378,0.0
689,0.0,0.0,0.0,0.000394,0.0,0.0,0.0,0.000287,0.0
690,0.0,0.0,0.0,0.000384,0.0,0.0,0.0,0.000215,0.0
691,0.0,0.0,0.0,0.000391,0.0,0.0,0.0,0.000162,0.0
692,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00011,0.0
693,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
694,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
695,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
696,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
697,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
698,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
699,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
700,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
